type,catégorie,montant,mois
recette,sponsoring,500.0,11
recette,sponsoring,2200.0,11
recette,sponsoring,1300.0,11
recette,sponsoring,500.0,11
recette,sponsoring,600.0,11
recette,sponsoring,1500.0,11
recette,sponsoring,700.0,11
recette,sponsoring,1100.0,11
recette,sponsoring,1800.0,11
recette,sponsoring,300.0,11
recette,sponsoring,1100.0,11
recette,sponsoring,300.0,11
recette,sponsoring,2000.0,11
recette,subventions,49600.0,11
recette,subventions,65800.0,11
recette,subventions,88400.0,11
dépense,autres_charges,246.89,12
dépense,autres_charges,268.42,12
dépense,autres_charges,213.95,12
dépense,autres_charges,103.59,12
dépense,autres_charges,134.95,12
dépense,autres_charges,153.3,12
dépense,autres_charges,310.09,12
dépense,autres_charges,103.42,12
dépense,autres_charges,286.02,12
dépense,autres_charges,100.32,12
dépense,autres_charges,173.96,12
dépense,autres_charges,261.6,12
dépense,autres_charges,125.78,12
dépense,autres_charges,141.17,12
dépense,autres_charges,100.92,12
dépense,autres_charges,123.46,12
dépense,autres_charges,216.05,12
dépense,autres_charges,147.02,12
dépense,autres_charges,192.74,12
dépense,autres_charges,100.45,12
dépense,autres_charges,118.58,12
dépense,autres_charges,241.88,12
dépense,autres_charges,276.09,12
dépense,autres_charges,142.34,12
dépense,autres_charges,100.84,12
dépense,autres_charges,228.2,12
dépense,déplacements,508.43,12
dépense,déplacements,469.34,12
dépense,déplacements,203.33,12
dépense,déplacements,264.56,12
dépense,déplacements,1183.32,12
dépense,déplacements,285.74,12
dépense,déplacements,310.4,12
dépense,déplacements,200.16,12
dépense,déplacements,785.77,12
dépense,déplacements,806.4,12
dépense,déplacements,200.51,12
dépense,déplacements,835.29,12
dépense,déplacements,730.52,12
dépense,déplacements,272.55,12
dépense,déplacements,913.77,12
dépense,déplacements,1079.69,12
dépense,déplacements,1038.24,12
dépense,fonctionnement,295.44,12
dépense,fonctionnement,423.84,12
dépense,fonctionnement,395.08,12
dépense,fonctionnement,185.24,12
dépense,fonctionnement,448.13,12
dépense,fonctionnement,48.95,12
dépense,fonctionnement,133.33,12
dépense,fonctionnement,394.44,12
dépense,fonctionnement,361.68,12
dépense,fonctionnement,198.83,12
dépense,fonctionnement,360.93,12
dépense,fonctionnement,74.19,12
dépense,fonctionnement,426.58,12
dépense,fonctionnement,242.4,12
dépense,fonctionnement,557.92,12
dépense,fonctionnement,303.86,12
dépense,fonctionnement,248.44,12
dépense,fonctionnement,289.09,12
dépense,fonctionnement,552.16,12
dépense,fonctionnement,340.23,12
dépense,fonctionnement,446.57,12
dépense,fonctionnement,68.31,12
dépense,fonctionnement,406.72,12
dépense,fonctionnement,584.01,12
dépense,fonctionnement,363.82,12
dépense,fonctionnement,555.6,12
dépense,fonctionnement,306.31,12
dépense,fonctionnement,523.09,12
dépense,fonctionnement,209.95,12
dépense,fonctionnement,247.41,12
dépense,fonctionnement,186.02,12
dépense,fonctionnement,10.68,12
dépense,fonctionnement,94.03,12
dépense,fonctionnement,123.56,12
dépense,fonctionnement,289.62,12
dépense,salaires,2383.57,12
dépense,salaires,1818.89,12
dépense,salaires,2131.9,12
dépense,salaires,2122.23,12
dépense,salaires,1978.38,12
dépense,salaires,2396.45,12
dépense,salaires,1953.41,12
dépense,salaires,1907.45,12
dépense,salaires,1650.57,12
dépense,salaires,2396.04,12
dépense,salaires,2077.8,12
dépense,salaires,1985.67,12
dépense,salaires,1758.5,12
dépense,salaires,2203.37,12
dépense,salaires,1790.61,12
dépense,salaires,1704.65,12
dépense,salaires,1500.2,12
dépense,salaires,2369.92,12
dépense,salaires,1916.7,12
dépense,salaires,1953.92,12
recette,billetterie,280.0,12
recette,billetterie,70.0,12
recette,billetterie,20.0,12
recette,billetterie,10.0,12
recette,billetterie,260.0,12
recette,billetterie,140.0,12
recette,billetterie,120.0,12
recette,billetterie,190.0,12
recette,billetterie,130.0,12
recette,billetterie,210.0,12
recette,billetterie,230.0,12
recette,billetterie,230.0,12
recette,billetterie,80.0,12
recette,billetterie,300.0,12
recette,billetterie,120.0,12
recette,billetterie,170.0,12
recette,billetterie,70.0,12
recette,billetterie,340.0,12
recette,billetterie,320.0,12
recette,billetterie,40.0,12
recette,billetterie,240.0,12
recette,billetterie,160.0,12
recette,billetterie,360.0,12
recette,billetterie,150.0,12
recette,billetterie,190.0,12
recette,billetterie,90.0,12
recette,billetterie,330.0,12
recette,billetterie,220.0,12
recette,billetterie,110.0,12
recette,billetterie,10.0,12
recette,billetterie,300.0,12
recette,billetterie,310.0,12
recette,billetterie,130.0,12
recette,billetterie,310.0,12
recette,billetterie,100.0,12
recette,billetterie,350.0,12
recette,billetterie,180.0,12
recette,billetterie,180.0,12
recette,billetterie,110.0,12
recette,billetterie,120.0,12
recette,billetterie,50.0,12
recette,billetterie,160.0,12
recette,billetterie,280.0,12
recette,marketing,368.2,12
recette,marketing,211.97,12
recette,marketing,253.99,12
recette,marketing,502.54,12
recette,marketing,163.53,12
recette,marketing,134.0,12
recette,marketing,100.71,12
recette,marketing,266.56,12
recette,marketing,608.67,12
recette,marketing,366.72,12
recette,marketing,227.41,12
recette,marketing,544.91,12
recette,marketing,119.77,12
recette,marketing,100.33,12
recette,marketing,401.7,12
recette,marketing,287.82,12
recette,marketing,663.98,12
recette,marketing,685.12,12
recette,marketing,380.27,12
recette,sponsoring,400.0,12
recette,sponsoring,1900.0,12
recette,sponsoring,2400.0,12
recette,sponsoring,1000.0,12
recette,sponsoring,1300.0,12
recette,sponsoring,1500.0,12
recette,sponsoring,1400.0,12
recette,sponsoring,200.0,12
recette,sponsoring,2400.0,12
recette,sponsoring,1900.0,12
recette,sponsoring,2400.0,12
recette,sponsoring,2500.0,12
recette,sponsoring,700.0,12
recette,sponsoring,1600.0,12
recette,sponsoring,1300.0,12
recette,sponsoring,800.0,12
recette,sponsoring,1100.0,12
recette,sponsoring,1000.0,12
recette,sponsoring,2100.0,12
recette,sponsoring,800.0,12
recette,sponsoring,1700.0,12
recette,sponsoring,1100.0,12
recette,sponsoring,2000.0,12
